track_name,artist_name,year,name,playcount,listeners,genres,artist_popularity,album_name,release_date,duration_ms,track_listeners,ranking_year,track_weight_in_artist,true_rank
My Future,Billie Eilish,2020,Billie Eilish,816132082,4157414,"['pop', 'indie pop', 'electropop', 'art pop', 'alternative']",816132082,Now That's What I Call Music! Vol. 76,N/A,210000,915184,2020,22.013299613654063,15
Rain on Me (with Ariana Grande),Lady Gaga,2020,Lady Gaga,1011356598,7630920,"['pop', 'dance', 'electronic', 'female vocalists', 'female vocalist']",1011356598,Chromatica (Deluxe),N/A,182000,910515,2020,11.931916466166596,16
Kyoto,Phoebe Bridgers,2020,Phoebe Bridgers,284452858,2120975,"['singer-songwriter', 'folk', 'indie folk', 'indie', 'indie rock']",284452858,I See You,N/A,184000,874874,2020,41.248671012152435,17
How You Like That,BLACKPINK,2020,BLACKPINK,305695144,1952307,"['k-pop', 'Kpop', 'pop', 'Korean', 'blackpink']",305695144,How You Like That,N/A,181000,870378,2020,44.58202526549359,18
Life Is Good (feat. Drake),Future,2020,Future,449794315,3171840,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'atlanta']",449794315,Life Is Good (feat. Drake) - Single,N/A,237000,838268,2020,26.428445318805487,19
Angels Like You,Miley Cyrus,2020,Miley Cyrus,295900006,4785176,"['pop', 'female vocalists', 'dance', 'Disney', 'guilty pleasure']",295900006,Plastic Hearts [Explicit],N/A,196000,838233,2020,17.517286720488443,20
No Time to Die,Billie Eilish,2020,Billie Eilish,815745199,4156081,"['pop', 'indie pop', 'electropop', 'art pop', 'alternative']",815745199,Everything I Wanted / No Time To Die,N/A,240000,831298,2020,20.00196820033103,21
pov,Ariana Grande,2020,Ariana Grande,1079224655,4404806,"['pop', 'rnb', 'female vocalists', 'Ariana Grande', 'american']",1079224655,"Now That's What I Call Music, Vol. 79",N/A,195000,827374,2020,18.783437908502666,22
betty,Taylor Swift,2020,Taylor Swift,3608500687,5863513,"['country', 'pop', 'female vocalists', 'singer-songwriter', 'acoustic']",3608500687,folklore (deluxe version),N/A,294000,768511,2020,13.10666489525989,23
Laugh Now Cry Later (feat. Lil Durk),Drake,2020,Drake,1128317449,6646671,"['Hip-Hop', 'rap', 'rnb', 'hip hop', 'Canadian']",1128317449,Laugh Now Cry Later (feat. Lil Durk) - Single,N/A,261000,733013,2020,11.028272649571493,24
Steeeam,Shelly,2020,Shelly,17670519,831141,"['indie pop', 'Lo-Fi', 'bedroom pop', 'dream pop', 'clairo']",17670519,Shelly,N/A,171000,727727,2020,87.55758649856041,25
Stuck with U (with Justin Bieber),Ariana Grande,2020,Ariana Grande,1079224655,4404806,"['pop', 'rnb', 'female vocalists', 'Ariana Grande', 'american']",1079224655,Stuck With U [Cassette Single],N/A,228000,725138,2020,16.46242763018394,26
Mood (feat. iann dior),24kGoldn,2020,24kGoldn,23108516,1192175,"['Hip-Hop', 'rap', 'trap', 'pop', 'emo rap']",23108516,Now That's What I Call Music Vol. 83,N/A,140000,709901,2020,59.54671084362615,27
Blueberry Faygo,Lil Mosey,2020,Lil Mosey,26580607,957234,"['cloud rap', 'rap', 'Hip-Hop', 'lil mosey', 'american']",26580607,Massive Hits,N/A,162000,702383,2020,73.37631133035391,28
Garden Song,Phoebe Bridgers,2020,Phoebe Bridgers,284452858,2120975,"['singer-songwriter', 'folk', 'indie folk', 'indie', 'indie rock']",284452858,Garden Song,N/A,220000,694107,2020,32.725845424863564,29
THE SCOTTS,The Scotts,2020,The Scotts,7486458,693530,[],7486458,Love Language,N/A,162000,692587,2020,99.86402895332573,30
Took Her To The O,King Von,2020,King Von,60194029,985572,"['drill', 'rap', 'Hip-Hop', 'trap', 'hip hop']",60194029,Took Her To The O,N/A,196000,680171,2020,69.01281692255867,31
Midnight Sky,Miley Cyrus,2020,Miley Cyrus,295900006,4785176,"['pop', 'female vocalists', 'dance', 'Disney', 'guilty pleasure']",295900006,Now That's What I Call Music! Vol. 76,N/A,223000,670495,2020,14.011919310804869,32
What You Know Bout Love,Pop Smoke,2020,Pop Smoke,133311339,1554776,"['drill', 'rap', 'trap', 'Hip-Hop', 'hip hop']",133311339,"Now That's What I Call Music, Vol. 77",N/A,160000,656744,2020,42.24042563044452,33
I Want You to Love Me,Fiona Apple,2020,Fiona Apple,175955218,2700832,"['female vocalists', 'singer-songwriter', 'alternative', 'piano', 'indie']",175955218,Fetch the Bolt Cutters,N/A,238000,653307,2020,24.189101728652503,34
Breathe Deeper,Tame Impala,2020,Tame Impala,399575749,4217192,"['Psychedelic Rock', 'psychedelic', 'indie rock', 'australian', 'rock']",399575749,Calme,N/A,372000,650931,2020,15.435175823154365,35
Ode to the Mets,The Strokes,2020,The Strokes,471895542,5649956,"['indie rock', 'indie', 'rock', 'alternative', 'alternative rock']",471895542,The New Abnormal,N/A,351000,648663,2020,11.480850470339945,36
Toosie Slide,Drake,2020,Drake,1127643892,6645422,"['Hip-Hop', 'rap', 'rnb', 'hip hop', 'Canadian']",1127643892,Toosie Slide,N/A,247000,640504,2020,9.638274288675722,37
WHATS POPPIN,Jack Harlow,2020,Jack Harlow,76846451,1821134,"['rap', 'Hip-Hop', 'trap', 'hip hop', 'pop rap']",76846451,Just Hits,N/A,139000,614620,2020,33.74930125954488,38
Kings & Queens,Ava Max,2020,Ava Max,65916315,1557862,"['pop', 'electropop', 'female vocalists', 'american', 'USA']",65916315,L'été France Bleu 2021,N/A,162000,611215,2020,39.23421971907653,39
Roses - Imanbek Remix,SAINt JHN,2020,SAINt JHN,21251630,966598,"['Hip-Hop', 'rap', 'trap', 'rnb', 'electronic']",21251630,N/A,N/A,0,596099,2020,61.66979447505582,40
ON,BTS,2020,BTS,2961107080,2315918,"['k-pop', 'bts', 'Kpop', 'Korean', 'pop']",2961107080,"BTS, THE BEST",N/A,246000,589957,2020,25.474002101974246,41
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020,DaBaby,54055455,1466801,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'american']",54055455,"Now That's What I Call Music, Vol. 75",N/A,181000,589239,2020,40.17170700047246,42
My Oh My (feat. DaBaby),Camila Cabello,2020,Camila Cabello,127125500,2365581,"['pop', 'female vocalists', 'cuba', 'dance', 'cuban']",127125500,N/A,N/A,171000,588112,2020,24.86120745812551,43
Can I Call You Rose?,Thee Sacred Souls,2020,Thee Sacred Souls,28152730,1162267,"['soul', 'funk', 'rnb', 'United States', 'USA']",28152730,Can I Call You Rose?,N/A,188000,586523,2020,50.46370584383795,44
Pretty Savage,BLACKPINK,2020,BLACKPINK,305695144,1952307,"['k-pop', 'Kpop', 'pop', 'Korean', 'blackpink']",305695144,THE ALBUM,N/A,202000,585516,2020,29.990979902238735,45
Ice Cream (with Selena Gomez),BLACKPINK,2020,BLACKPINK,305695144,1952307,"['k-pop', 'Kpop', 'pop', 'Korean', 'blackpink']",305695144,Ice Cream (with Selena Gomez) - Single,N/A,176000,559670,2020,28.66711024444414,46
Stupid Love,Lady Gaga,2020,Lady Gaga,1011356598,7630920,"['pop', 'dance', 'electronic', 'female vocalists', 'female vocalist']",1011356598,Massive Hits,N/A,193000,547623,2020,7.176369297542105,47
Falling Apart,Slow Pulp,2020,Slow Pulp,24109725,866162,"['dream pop', 'shoegaze', 'indie rock', 'indie pop', 'Lo-Fi']",24109725,Idaho / Falling Apart,N/A,166000,542806,2020,62.66795356988647,48
safety net (feat. Ty Dolla $ign),Ariana Grande,2020,Ariana Grande,1079224655,4404806,"['pop', 'rnb', 'female vocalists', 'Ariana Grande', 'american']",1079224655,Positions (Deluxe Edition),N/A,208000,503829,2020,11.43816549468921,49
Brooklyn Bridge to Chorus,The Strokes,2020,The Strokes,471895542,5649956,"['indie rock', 'indie', 'rock', 'alternative', 'alternative rock']",471895542,The New Abnormal,N/A,234000,501427,2020,8.874883273427262,50
Bad Decisions,The Strokes,2020,The Strokes,471895542,5649956,"['indie rock', 'indie', 'rock', 'alternative', 'alternative rock']",471895542,The New Abnormal,N/A,286000,497404,2020,8.803679179094493,51
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020,Travis Scott,667663266,3280150,[],667663266,FRANCHISE (feat. Young Thug & M.I.A.),N/A,202000,478675,2020,14.593082633416154,52
911,Lady Gaga,2020,Lady Gaga,1011356598,7630920,"['pop', 'dance', 'electronic', 'female vocalists', 'female vocalist']",1011356598,Brand New Hits,N/A,172000,463949,2020,6.079856688315433,53
forever,Charli xcx,2020,Charli xcx,696905259,3703329,"['pop', 'synthpop', 'electronic', 'female vocalists', 'Electroclash']",696905259,Forever,N/A,243000,461903,2020,12.472642857277872,54
Body,Megan Thee Stallion,2020,Megan Thee Stallion,180345679,2277405,"['rap', 'Hip-Hop', 'trap', 'hip hop', 'american']",180345679,Good News,N/A,171000,457566,2020,20.091551568561584,55
Blue Hour,TOMORROW X TOGETHER,2020,TOMORROW X TOGETHER,421833746,1201549,"['k-pop', 'Kpop', 'pop', 'Korean', 'txt']",421833746,minisode1 : Blue Hour,N/A,210000,456949,2020,38.02999295076605,56
love language,Ariana Grande,2020,Ariana Grande,1079224655,4404806,"['pop', 'rnb', 'female vocalists', 'Ariana Grande', 'american']",1079224655,Positions,N/A,179000,449167,2020,10.197202782597008,57
POPSTAR (feat. Drake),DJ Khaled,2020,DJ Khaled,60411069,2835151,"['Hip-Hop', 'rap', 'hip hop', 'miami', 'djs']",60411069,POPSTAR (feat. Drake) - Single,N/A,200000,447605,2020,15.78769525855942,58
Let Me Love You Like a Woman,Lana Del Rey,2020,Lana Del Rey,1546791352,5179045,"['indie', 'female vocalists', 'indie pop', 'pop', 'alternative']",1546791352,Sad Girl,N/A,200000,442527,2020,8.544567579544104,59
Savage Remix (feat. Beyoncé),Megan Thee Stallion,2020,Megan Thee Stallion,180345679,2277405,"['rap', 'Hip-Hop', 'trap', 'hip hop', 'american']",180345679,N/A,N/A,242000,442439,2020,19.42733066801908,60
Not Shy,ITZY,2020,ITZY,134586077,981767,"['k-pop', 'Kpop', 'Korean', 'pop', 'girl group']",134586077,Not Shy,N/A,177000,429346,2020,43.73196491631925,61
Intentions (feat. Quavo),Justin Bieber,2020,Justin Bieber,312898754,4706695,"['pop', 'black metal', 'rnb', 'justin bieber', 'Hip-Hop']",312898754,MegaHits Sommer 2020,N/A,212000,423835,2020,9.004938709646577,62
Wonder,Shawn Mendes,2020,Shawn Mendes,138958367,2671612,"['pop', 'Canadian', 'folk', 'male vocalists', 'acoustic']",138958367,Chilled Acoustic,N/A,172000,423754,2020,15.861360107680305,63
Girls in the Hood,Megan Thee Stallion,2020,Megan Thee Stallion,180345679,2277405,"['rap', 'Hip-Hop', 'trap', 'hip hop', 'american']",180345679,Girls In The Hood,N/A,154000,421088,2020,18.48981626017331,64
00:00 (Zero O’Clock),BTS,2020,BTS,2961107080,2315918,"['k-pop', 'bts', 'Kpop', 'Korean', 'pop']",2961107080,N/A,N/A,0,416541,2020,17.98599950430024,65
You should be sad,Halsey,2020,Halsey,218583046,2774603,"['pop', 'indie pop', 'indie', 'alternative', 'female vocalists']",218583046,Ultimate Party,N/A,205000,414996,2020,14.956950597977439,66
Smile (with The Weeknd),Juice WRLD,2020,Juice WRLD,510308694,2447140,"['trap', 'rap', 'emo rap', 'Hip-Hop', 'pop']",510308694,Smile (with The Weeknd),N/A,196000,405895,2020,16.5865050630532,67
Yummy,Justin Bieber,2020,Justin Bieber,312898754,4706695,"['pop', 'black metal', 'rnb', 'justin bieber', 'Hip-Hop']",312898754,Party,N/A,208000,404507,2020,8.594289623610623,68
MORE,K/DA,2020,K/DA,29900327,813569,"['k-pop', 'pop', 'Korean', 'league of legends', 'Kpop']",29900327,More,N/A,205000,404370,2020,49.70322123876401,69
Level of Concern,Twenty One Pilots,2020,Twenty One Pilots,419608422,3291476,"['electronic', 'alternative', 'rap', 'indie pop', 'indie']",419608422,Level of Concern,N/A,207000,402137,2020,12.217527941871671,70
Monster,Red Velvet - IRENE & SEULGI,2020,Red Velvet - IRENE & SEULGI,18589631,500753,"['k-pop', 'Kpop', 'pop', 'Korean', 'red velvet']",18589631,Monster - The 1st Mini Album,N/A,178000,400768,2020,80.0330701962844,71
MORE & MORE,TWICE,2020,TWICE,488851948,1869503,"['k-pop', 'Kpop', 'Korean', 'pop', 'girl group']",488851948,MORE & MORE,N/A,199000,398680,2020,21.32545387731392,72
Weak for Your Love,Thee Sacred Souls,2020,Thee Sacred Souls,28152730,1162267,"['soul', 'funk', 'rnb', 'United States', 'USA']",28152730,Can I Call You Rose?,N/A,260000,397595,2020,34.20857685884569,73
Friends,BTS,2020,BTS,2961107080,2315918,"['k-pop', 'bts', 'Kpop', 'Korean', 'pop']",2961107080,MAP OF THE SOUL : 7,N/A,199000,391788,2020,16.917179278368234,74
MAGO,GFRIEND,2020,GFRIEND,45705925,601422,[],45705925,回:Walpurgis Night,N/A,221000,390947,2020,65.00377438803369,75
Natural,Shelly,2020,Shelly,17670519,831141,"['indie pop', 'Lo-Fi', 'bedroom pop', 'dream pop', 'clairo']",17670519,Shelly,N/A,163000,388362,2020,46.7263677282194,76
Good in Goodbye,Madison Beer,2020,Madison Beer,105207515,1637339,"['pop', 'female vocalists', 'rnb', 'indie', 'my top songs']",105207515,Life Support,N/A,141000,385660,2020,23.554071575892348,77
Sum 2 Prove,Lil Baby,2020,Lil Baby,165257183,1592233,"['rap', 'Hip-Hop', 'hip hop', 'trap', 'atlanta']",165257183,My Turn (Deluxe / Audio Only),N/A,206000,382454,2020,24.019976975731566,78
Not PLaying,Playboi Carti,2020,Playboi Carti,764640788,2437366,"['trap', 'cloud rap', 'Hip-Hop', 'rap', 'rage']",764640788,Whole Lotta Red,N/A,130000,370805,2020,15.213349164631,79
Party Girl,StaySolidRocky,2020,StaySolidRocky,4133549,431081,"['Hip-Hop', 'rap', 'indie', 'electronic', 'trap']",4133549,NOW That's What I Call Music! 106,N/A,149000,368621,2020,85.51084366975115,80
west side,Ariana Grande,2020,Ariana Grande,1079224655,4404806,"['pop', 'rnb', 'female vocalists', 'Ariana Grande', 'american']",1079224655,Positions,N/A,132000,364667,2020,8.278843608549389,81
LA DI DA,Everglow,2020,Everglow,35914985,641505,"['k-pop', 'Korean', 'Kpop', 'pop', 'girl group']",35914985,-77.82X-78.29,N/A,210000,361901,2020,56.41436933461158,82
Inner Child,BTS,2020,BTS,2961107080,2315918,"['k-pop', 'bts', 'Kpop', 'Korean', 'pop']",2961107080,MAP OF THE SOUL : 7,N/A,233000,355570,2020,15.35330698237157,83
Telepathy,BTS,2020,BTS,2961107080,2315918,"['k-pop', 'bts', 'Kpop', 'Korean', 'pop']",2961107080,BE,N/A,202000,352858,2020,15.236204390656319,84
DUN DUN,Everglow,2020,Everglow,35914985,641505,"['k-pop', 'Korean', 'Kpop', 'pop', 'girl group']",35914985,reminiscence - EP,N/A,208000,352221,2020,54.90541772862254,85
Lonely (with benny blanco),Justin Bieber,2020,Justin Bieber,312898754,4706695,"['pop', 'black metal', 'rnb', 'justin bieber', 'Hip-Hop']",312898754,Lonely (with benny blanco),N/A,149000,348358,2020,7.401329382932185,86
Rare,Selena Gomez,2020,Selena Gomez,201423254,3130971,"['pop', 'female vocalists', 'Disney', 'pop rock', 'dance']",201423254,Now That's What I Call Music! Vol. 74,N/A,220000,346954,2020,11.081354634073582,87
Shameika,Fiona Apple,2020,Fiona Apple,175955218,2700832,"['female vocalists', 'singer-songwriter', 'alternative', 'piano', 'indie']",175955218,Fetch the Bolt Cutters,N/A,249000,333907,2020,12.363116254546746,88
Stay,BTS,2020,BTS,2961107080,2315918,"['k-pop', 'bts', 'Kpop', 'Korean', 'pop']",2961107080,BE,N/A,206000,325134,2020,14.03909810278257,89
Baby Powder,Jenevieve,2020,Jenevieve,7599204,418300,"['rnb', 'soul', 'USA', 'american', 'cuban']",7599204,Division,N/A,176000,323640,2020,77.37030839110686,90
Love to Hate Me,BLACKPINK,2020,BLACKPINK,305695144,1952307,"['k-pop', 'Kpop', 'pop', 'Korean', 'blackpink']",305695144,THE ALBUM,N/A,169000,323276,2020,16.55866623435761,91
Over Now (with The Weeknd),Calvin Harris,2020,Calvin Harris,203633856,4941812,"['electronic', 'dance', 'electro', 'Disco', 'electronica']",203633856,Over Now,N/A,211000,307759,2020,6.22765495733144,92
Savage Love (Laxed - Siren Beat),Jawsh 685,2020,Jawsh 685,6537046,524076,"['Hip-Hop', 'electronic', 'pop', 'New Zealand', 'bts']",6537046,Now That's What I Call Music Vol. 83,N/A,171000,307011,2020,58.581388958853296,93
Fly to My Room,BTS,2020,BTS,2961107080,2315918,"['k-pop', 'bts', 'Kpop', 'Korean', 'pop']",2961107080,BE,N/A,222000,306395,2020,13.229958919098173,94
Take You Dancing,Jason Derulo,2020,Jason Derulo,59804257,3080732,[],59804257,Paradise - Summer Feeling,N/A,190000,304120,2020,9.87167984751676,95
Diamonds,Sam Smith,2020,Sam Smith,111853937,3049190,"['soul', 'pop', 'british', 'electronic', 'dance']",111853937,Now 35,N/A,213000,292893,2020,9.605600175784389,96
Seems Like,Thee Sinseers,2020,Thee Sinseers,1991686,310525,"['rnb', 'soul', 'los angeles', 'United States', 'daptone']",1991686,Seems Like,N/A,194000,286883,2020,92.38644231543354,97
Tap In,Saweetie,2020,Saweetie,18663600,1170381,"['Hip-Hop', 'rap', 'better than selena gomez', 'urban', 'female rapper']",18663600,Just Hits,N/A,139000,283789,2020,24.24757408057718,98
Holy (feat. Chance the Rapper),Justin Bieber,2020,Justin Bieber,312898754,4706695,"['pop', 'black metal', 'rnb', 'justin bieber', 'Hip-Hop']",312898754,"Now That's What I Call Music, Vol. 77",N/A,212000,283559,2020,6.02458837889432,99
Yikes,Nicki Minaj,2020,Nicki Minaj,304191255,4698557,"['Hip-Hop', 'rap', 'rnb', 'pop', 'hip hop']",304191255,Poppin,N/A,156000,281976,2020,6.001331898282814,100
La Difícil,Bad Bunny,2020,Bad Bunny,382878834,2475994,"['Reggaeton', 'trap', 'latin', 'puerto rico', 'trap latino']",382878834,YHLQMDLG,N/A,163000,273862,2020,11.0606891616054,101
Susie Save Your Love,Allie X,2020,Allie X,40059617,846161,"['synthpop', 'electropop', 'pop', 'Canadian', 'dance-pop']",40059617,N/A,N/A,234000,271194,2020,32.04992903241818,102
Fairy of Shampoo,TOMORROW X TOGETHER,2020,TOMORROW X TOGETHER,421833746,1201549,"['k-pop', 'Kpop', 'pop', 'Korean', 'txt']",421833746,The Dream Chapter: ETERNITY,N/A,267000,269370,2020,22.418561373693457,103
"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,2020,Bebe Rexha,37141755,1433649,"['pop', 'female vocalists', 'electronic', 'singer-songwriter', 'alternative']",37141755,"Now That's What I Call Music, Vol. 77",N/A,175000,258278,2020,18.015427765094525,104
Daisies,Katy Perry,2020,Katy Perry,429941777,7048299,"['pop', 'female vocalists', 'pop rock', 'indie', 'rock']",429941777,"Now That's What I Call Music, Vol. 75",N/A,174000,257314,2020,3.650724806084418,105
Cuz I Love You,Lizzo,2020,Lizzo,55680048,1729503,"['pop', 'Hip-Hop', 'rnb', 'hip hop', 'rap']",55680048,Tempo (feat. Missy Elliott),N/A,179000,253729,2020,14.67063081127931,106
What a Man Gotta Do,Jonas Brothers,2020,Jonas Brothers,74618747,2144878,"['pop', 'pop rock', 'Disney', 'rock', 'pop punk']",74618747,Massive Hits,N/A,180000,244452,2020,11.397011858017098,107
You Never Know,BLACKPINK,2020,BLACKPINK,305695144,1952307,"['k-pop', 'Kpop', 'pop', 'Korean', 'blackpink']",305695144,BLACKPINK: THE SHOW,N/A,229000,231579,2020,11.861812716954864,108
Bet You Wanna (feat. Cardi B),BLACKPINK,2020,BLACKPINK,305695144,1952307,"['k-pop', 'Kpop', 'pop', 'Korean', 'blackpink']",305695144,THE ALBUM (Japan Version),N/A,159000,222411,2020,11.392214441683608,109
Ashes,Stellar,2020,Stellar,10304626,465201,"['k-pop', 'pop', 'Korean', 'female vocalists', 'Kpop']",10304626,Ashes,N/A,166000,220769,2020,47.456690763777374,110
So What,Loona,2020,Loona,111267797,1134537,"['pop', 'dance', 'k-pop', 'latin', 'female vocalists']",111267797,[#] - EP,N/A,198000,216324,2020,19.067161317788667,111
Criminal,TAEMIN,2020,TAEMIN,50869787,613974,"['k-pop', 'Korean', '태민', 'pop', 'Kpop']",50869787,Never Gonna Dance Again : Act 1,N/A,211000,215247,2020,35.05799919866314,112
me & ur ghost,blackbear,2020,blackbear,69197574,1751279,"['electronic', 'pop', 'hip hop', 'Hip-Hop', 'rnb']",69197574,Freshly Squeezed Hits,N/A,199000,214373,2020,12.240939336336472,113
Jesus Christ 2005 God Bless America,The 1975,2020,The 1975,295843258,2612449,"['indie', 'indie rock', 'british', 'alternative', 'rock']",295843258,Notes on a Conditional Form,N/A,238000,212274,2020,8.12547919595751,114
NONSTOP,OH MY GIRL,2020,OH MY GIRL,22724336,430242,"['k-pop', 'Korean', 'girl group', 'pop', 'Kpop']",22724336,NONSTOP - EP,N/A,203000,208634,2020,48.49224389994468,115
Spotlight,Jessie Ware,2020,Jessie Ware,54442764,1135612,"['soul', 'pop', 'electronic', 'female vocalists', 'chillout']",54442764,What's Your Pleasure? (The Platinum Pleasure Edition),N/A,331000,208210,2020,18.334607242614556,116
BOCA,Dreamcatcher,2020,Dreamcatcher,79061004,557395,"['k-pop', 'rock', 'Korean', 'k-rock', 'Kpop']",79061004,Crossroads: Part 2. Dystopia Concert,N/A,0,207895,2020,37.29760762116632,117
UP NO MORE,TWICE,2020,TWICE,488851948,1869503,"['k-pop', 'Kpop', 'Korean', 'pop', 'girl group']",488851948,Eyes wide open,N/A,214000,207884,2020,11.119746799015568,118
Skit,BTS,2020,BTS,2961107080,2315918,"['k-pop', 'bts', 'Kpop', 'Korean', 'pop']",2961107080,BE,N/A,180000,203359,2020,8.780924022353123,119
Dolphin,OH MY GIRL,2020,OH MY GIRL,22724336,430242,"['k-pop', 'Korean', 'girl group', 'pop', 'Kpop']",22724336,NONSTOP - EP,N/A,177000,201092,2020,46.739276965056874,120
Smile,Katy Perry,2020,Katy Perry,429941777,7048299,"['pop', 'female vocalists', 'pop rock', 'indie', 'rock']",429941777,Tropical House Mix,N/A,166000,199976,2020,2.8372235627347817,121
To Die For,Sam Smith,2020,Sam Smith,111853937,3049190,"['soul', 'pop', 'british', 'electronic', 'dance']",111853937,Heartbreak,N/A,193000,195593,2020,6.4145887924334,122
Una Vez,Bad Bunny,2020,Bad Bunny,382878834,2475994,"['Reggaeton', 'trap', 'latin', 'puerto rico', 'trap latino']",382878834,N/A,N/A,232000,186686,2020,7.539840565041757,123
Wrong Direction,Hailee Steinfeld,2020,Hailee Steinfeld,27261207,1274145,"['pop', 'female vocalists', 'dance', 'teen pop', 'american']",27261207,Car Jams,N/A,249000,182219,2020,14.301276542308763,124
Hypnotized,Purple Disco Machine,2020,Purple Disco Machine,10516491,582974,"['House', 'electronic', 'deep house', 'Disco', 'C']",10516491,Kontor Top of the Clubs 2020.04,N/A,195000,181992,2020,31.21785877243239,125
I Love Me,Demi Lovato,2020,Demi Lovato,196602611,3333311,"['pop', 'pop rock', 'female vocalists', 'Disney', 'guilty pleasure']",196602611,Pop At Home,N/A,203000,181780,2020,5.453436538024805,126
Don't Wanna,HAIM,2020,HAIM,69024418,1524141,"['indie', 'indie pop', 'female vocalists', 'indie rock', 'soul']",69024418,"Women in Music, Pt. III",N/A,201000,180649,2020,11.852512333176524,127
No Judgement,Niall Horan,2020,Niall Horan,70411861,1296894,"['pop', 'folk', 'irish', 'singer-songwriter', 'male vocalists']",70411861,Melted,N/A,176000,176423,2020,13.603501905321483,128
Dumhdurum,Apink,2020,Apink,18946135,406750,[],18946135,LOOK,N/A,0,173396,2020,42.62962507682852,129
Those Kinda Nights (feat. Ed Sheeran),Eminem,2020,Eminem,561177490,7726026,"['rap', 'Hip-Hop', 'hip hop', 'Eminem', 'pop']",561177490,Music To Be Murdered By - Side B (Deluxe Edition),N/A,177000,170614,2020,2.2083021724234424,130
React,The Pussycat Dolls,2020,The Pussycat Dolls,52991637,3233974,"['pop', 'rnb', 'dance', 'female vocalists', 'Hip-Hop']",52991637,"The Dome, Vol. 94",N/A,262000,170303,2020,5.2660596529223795,131
Honeymoon Fades,Sabrina Carpenter,2020,Sabrina Carpenter,626667907,3171164,"['pop', 'female vocalists', 'rnb', 'american', 'my top songs']",626667907,Honeymoon Fades - Single,N/A,195000,166925,2020,5.2638400284564275,132
WOW,Zara Larsson,2020,Zara Larsson,77577057,2182349,"['pop', 'swedish', 'female vocalists', 'indie', 'Sweden']",77577057,WOW - Single,N/A,178000,164776,2020,7.550396384812879,133
