track_name,artist_name,year,name,playcount,listeners,genres,artist_popularity,album_name,release_date,duration_ms,track_listeners,ranking_year,track_weight_in_artist,true_rank
Darkness,Eminem,2020,Eminem,561177490,7726026,"['rap', 'Hip-Hop', 'hip hop', 'Eminem', 'pop']",561177490,Music To Be Murdered By: Side B (Deluxe Edition),N/A,0,163666,2020,2.1183723689254994,134
Dead Horse,Hayley Williams,2020,Hayley Williams,50493349,781475,"['rock', 'female vocalists', 'alternative rock', 'indie', 'pop punk']",50493349,Petals For Armor II,N/A,199000,162396,2020,20.780703157490642,135
Shot in the Dark,AC/DC,2020,AC/DC,210840303,4509544,"['hard rock', 'classic rock', 'rock', 'heavy metal', 'metal']",210840303,Power Up,N/A,185000,156656,2020,3.4738767378697273,136
Lovefool,twocolors,2020,twocolors,3146571,289840,"['C', 'dance', 'german', 'pop', 'electronic']",3146571,Massive Dance Hits,N/A,192000,155317,2020,53.58715153187966,137
Trade It,Slow Pulp,2020,Slow Pulp,24109725,866162,"['dream pop', 'shoegaze', 'indie rock', 'indie pop', 'Lo-Fi']",24109725,Moveys,N/A,172000,152838,2020,17.645428915145203,138
Love Me Land,Zara Larsson,2020,Zara Larsson,77577057,2182349,"['pop', 'swedish', 'female vocalists', 'indie', 'Sweden']",77577057,Poster Girl,N/A,160000,151288,2020,6.932346751138338,139
Wishlist,TOMORROW X TOGETHER,2020,TOMORROW X TOGETHER,421833746,1201549,"['k-pop', 'Kpop', 'pop', 'Korean', 'txt']",421833746,minisode1 : Blue Hour,N/A,193000,149066,2020,12.406152391621148,140
Anyone,Demi Lovato,2020,Demi Lovato,196602611,3333311,"['pop', 'pop rock', 'female vocalists', 'Disney', 'guilty pleasure']",196602611,Lonely Songs,N/A,227000,147585,2020,4.427579664783754,141
Eleven,Khalid,2020,Khalid,94851741,2271778,"['soul', 'pop', 'rnb', 'alternative rnb', 'alternative']",94851741,Mega Hits 2020,N/A,206000,147447,2020,6.490378901459562,142
AYA,MAMAMOO,2020,MAMAMOO,41144354,725771,"['k-pop', 'pop', 'Korean', 'Kpop', 'girl group']",41144354,Travel,N/A,212000,146973,2020,20.25060246276029,143
Dingga,MAMAMOO,2020,MAMAMOO,41144354,725771,"['k-pop', 'pop', 'Korean', 'Kpop', 'girl group']",41144354,Dingga - Single,N/A,179000,146541,2020,20.19107955539695,144
Holiday,Little Mix,2020,Little Mix,112383401,1823338,"['pop', 'british', 'female vocalists', 'Girl Groups', 'X factor']",112383401,Now That's What I Call Music Vol. 83,N/A,213000,145337,2020,7.970930238935403,145
QUEEN,TWICE,2020,TWICE,488851948,1869503,"['k-pop', 'Kpop', 'Korean', 'pop', 'girl group']",488851948,Eyes wide open,N/A,193000,140597,2020,7.5205549282349375,146
Past Life (with Selena Gomez),Trevor Daniel,2020,Trevor Daniel,12425659,803389,"['pop', 'rnb', 'Hip-Hop', 'rap', 'american']",12425659,N/A,N/A,0,139996,2020,17.425680461146467,147
Amnesia,Kai,2020,Kai,43258487,699824,"['exo', 'rnb', 'Kpop', 'k-pop', 'pop']",43258487,KAI - The 1st Mini Album,N/A,178000,136171,2020,19.45789227005647,148
No Regrets (feat. Don Toliver),Eminem,2020,Eminem,561177490,7726026,"['rap', 'Hip-Hop', 'hip hop', 'Eminem', 'pop']",561177490,Music To Be Murdered By - Side B (Deluxe Edition),N/A,200000,135785,2020,1.7575012043707852,149
Nobody's Love,Maroon 5,2020,Maroon 5,281970159,6564586,"['pop rock', 'rock', 'pop', 'alternative', 'alternative rock']",281970159,Now That's What I Call Music! Vol. 76,N/A,211000,133851,2020,2.0389861599802335,150
Magic,Kylie Minogue,2020,Kylie Minogue,173548733,3503603,"['pop', 'dance', 'female vocalists', 'australian', 'electronic']",173548733,Magic,N/A,251000,129074,2020,3.6840361193890976,151
Lexapro Delirium,Sewerslvt,2020,Sewerslvt,39897859,524319,"['breakcore', 'Drum and bass', 'atmospheric drum and bass', 'electronic', 'australian']",39897859,Draining Love Story,N/A,435000,128236,2020,24.457629801704687,152
Sudden Desire,Hayley Williams,2020,Hayley Williams,50493349,781475,"['rock', 'female vocalists', 'alternative rock', 'indie', 'pop punk']",50493349,Petals for Armor,N/A,187000,127463,2020,16.31056655683163,153
I’m Ready (with Demi Lovato),Sam Smith,2020,Sam Smith,111853937,3049190,"['soul', 'pop', 'british', 'electronic', 'dance']",111853937,N/A,N/A,0,125691,2020,4.122111118034626,154
Underdog,Alicia Keys,2020,Alicia Keys,101124412,4167155,"['soul', 'rnb', 'female vocalists', 'pop', 'singer-songwriter']",101124412,Alicia,N/A,208000,123652,2020,2.967300232412761,155
Say Something,Kylie Minogue,2020,Kylie Minogue,173548733,3503603,"['pop', 'dance', 'female vocalists', 'australian', 'electronic']",173548733,Magic,N/A,212000,123587,2020,3.527425909841954,156
Leaving Heaven (feat. Skylar Grey),Eminem,2020,Eminem,561177490,7726026,"['rap', 'Hip-Hop', 'hip hop', 'Eminem', 'pop']",561177490,Music To Be Murdered By - Side B (Deluxe Edition),N/A,265000,123070,2020,1.5929275930471887,157
Leave It Alone,Hayley Williams,2020,Hayley Williams,50493349,781475,"['rock', 'female vocalists', 'alternative rock', 'indie', 'pop punk']",50493349,Leave It Alone,N/A,245000,116978,2020,14.9688729645862,158
Tucked,Katy Perry,2020,Katy Perry,429941777,7048299,"['pop', 'female vocalists', 'pop rock', 'indie', 'rock']",429941777,Best Pop Songs 2021,N/A,187000,116611,2020,1.654455919080618,159
Oh Yeah!,Green Day,2020,Green Day,438568755,6520124,"['punk rock', 'rock', 'punk', 'pop punk', 'alternative']",438568755,Oh Yeah!,N/A,171000,110501,2020,1.694768381705624,160
AUATC,Bon Iver,2020,Bon Iver,236453187,3532543,"['folk', 'indie', 'singer-songwriter', 'acoustic', 'Lo-Fi']",236453187,AUATC,N/A,142000,107070,2020,3.0309609819328456,161
SOUL LADY,YUKIKA,2020,YUKIKA,12356136,276387,"['city pop', 'k-pop', 'synthpop', 'japanese', 'pop']",12356136,Soul Lady,N/A,215000,105880,2020,38.30860351608433,162
Nectar,WayV,2020,WayV,42640811,537466,"['C-pop', 'NCT', 'k-pop', 'chinese', 'cpop']",42640811,NCT RESONANCE Pt. 1 - The 2nd Album,N/A,198000,105244,2020,19.581517714608925,163
Why We Ever,Hayley Williams,2020,Hayley Williams,50493349,781475,"['rock', 'female vocalists', 'alternative rock', 'indie', 'pop punk']",50493349,Petals For Armor [Explicit],N/A,263000,103088,2020,13.19146485812086,164
Conversations in the Dark,John Legend,2020,John Legend,55507116,3169293,"['soul', 'rnb', 'Neo-Soul', 'singer-songwriter', 'Hip-Hop']",55507116,Now 35,N/A,237000,100878,2020,3.182981188548992,165
Girlfriend,Charlie Puth,2020,Charlie Puth,132288174,2409770,"['pop', 'rnb', 'soul', 'american', 'USA']",132288174,Girlfriend,N/A,177000,96313,2020,3.9967714761159776,166
Over Yet,Hayley Williams,2020,Hayley Williams,50493349,781475,"['rock', 'female vocalists', 'alternative rock', 'indie', 'pop punk']",50493349,Petals for Armor,N/A,214000,92880,2020,11.885217057487443,167
Birthday,Anne-Marie,2020,Anne-Marie,20450019,1174979,"['pop', 'rnb', 'british', 'electronic', 'female vocalists']",20450019,BIRTHDAY - Single,N/A,181000,89570,2020,7.623114966310037,168
SURF,ITZY,2020,ITZY,134586077,981767,"['k-pop', 'Kpop', 'Korean', 'pop', 'girl group']",134586077,NOT SHY - EP,N/A,193000,89510,2020,9.117234537318936,169
Better,Boa,2020,Boa,39872758,670361,"['k-pop', 'j-pop', 'Korean', 'pop', 'japanese']",39872758,BETTER,N/A,199000,89003,2020,13.276876190589846,170
Nice to Meet Ya (feat. Nicki Minaj),Meghan Trainor,2020,Meghan Trainor,43835422,2102771,"['pop', 'female vocalists', 'soul', 'american', 'jazz']",43835422,Nice To Meet Ya (feat. Nicki Minaj),N/A,197000,86850,2020,4.130264303626025,171
Noise,Nightwish,2020,Nightwish,183475935,1807193,"['symphonic metal', 'Power metal', 'Gothic Metal', 'metal', 'Female fronted metal']",183475935,HUMAN. :II: NATURE.,N/A,340000,86823,2020,4.804301477484696,172
We Ride,Brave Girls,2020,Brave Girls,10134097,308933,"['k-pop', 'Korean', 'pop', 'female vocalists', 'Kpop']",10134097,We Ride - Single,N/A,189000,86521,2020,28.00639620888672,173
TING TING TING (with Oliver Heldens),ITZY,2020,ITZY,134586077,981767,"['k-pop', 'Kpop', 'Korean', 'pop', 'girl group']",134586077,N/A,N/A,219000,85006,2020,8.658469881346592,174
Superblood Wolfmoon,Pearl Jam,2020,Pearl Jam,250731278,4319791,"['Grunge', 'rock', 'alternative rock', '90s', 'alternative']",250731278,"Ohana Festival, Dana Point, September 26th 2021",N/A,286000,84737,2020,1.9615995310884253,175
Wasted on You,Evanescence,2020,Evanescence,214331242,4440482,"['Gothic Rock', 'rock', 'female vocalists', 'alternative', 'Gothic']",214331242,KuschelRock 35,N/A,254000,82987,2020,1.8688736943421906,176
sadder badder cooler,Tove Lo,2020,Tove Lo,122007176,2405682,"['pop', 'swedish', 'electronic', 'female vocalists', 'indie']",122007176,Summer 2020 - Sommarhits,N/A,171000,75443,2020,3.136033773374868,177
Goliath,Woodkid,2020,Woodkid,30426121,1188665,"['indie', 'alternative', 'folk', 'chamber pop', 'pop']",30426121,Goliath - Single,N/A,230000,74362,2020,6.255925765459571,178
LALALILALA,April,2020,April,7983388,321878,"['hardcore', 'hardcore punk', 'Straight Edge', 'polish', 'punk']",7983388,Da Capo,N/A,194000,74149,2020,23.036367816377634,179
NO LIE,Everglow,2020,Everglow,35914985,641505,"['k-pop', 'Korean', 'Kpop', 'pop', 'girl group']",35914985,reminiscence - EP,N/A,0,72094,2020,11.2382600291502,180
the other girl (with Halsey),Kelsea Ballerini,2020,Kelsea Ballerini,15262327,479099,"['country', 'pop', 'singer-songwriter', 'female vocalists', 'country pop']",15262327,N/A,N/A,201000,69589,2020,14.524972917914669,181
I'm Coming,Tove Lo,2020,Tove Lo,122007176,2405682,"['pop', 'swedish', 'electronic', 'female vocalists', 'indie']",122007176,Puro Movimiento,N/A,196000,66452,2020,2.762293603227692,182
Chew On My Heart,James Bay,2020,James Bay,26126641,1244840,"['folk', 'indie', 'singer-songwriter', 'british', 'indie pop']",26126641,Stimmungsmacher,N/A,195000,64245,2020,5.160904212589569,183
Hmph!,WJSN CHOCOME,2020,WJSN CHOCOME,2261007,108848,"['k-pop', 'Kpop', 'Korean', 'pop', 'WJSN']",2261007,Hmph!,N/A,199000,61594,2020,56.58716742613553,184
Dangerous Woman,SuperM,2020,SuperM,15835001,394142,"['k-pop', 'Korean', 'pop', 'NCT', 'rnb']",15835001,"Super One [Unit C Ver. - Kai, Ten]",N/A,189000,58987,2020,14.965925986065937,185
Games,Neil Frances,2020,Neil Frances,9177512,580739,"['electronic', 'soul', 'indietronica', 'indie', 'indie pop']",9177512,Games - Single,N/A,236000,58289,2020,10.03703901408378,186
OOPS!,Loona,2020,Loona,111267797,1134537,"['pop', 'dance', 'k-pop', 'latin', 'female vocalists']",111267797,[12:00],N/A,162000,56373,2020,4.968811065659383,187
Checkmate,Lamb of God,2020,Lamb of God,81653109,1448638,"['groove metal', 'metalcore', 'thrash metal', 'metal', 'death metal']",81653109,Lamb of God,N/A,270000,55091,2020,3.8029514619939557,188
愛密集,Yakkle,2020,Yakkle,834877,84875,"['jazz rap', 'japanese', 'Hip-Hop']",834877,愛密集 - EP,N/A,204000,52220,2020,61.52577319587629,189
Nights,Neon Trees,2020,Neon Trees,34566842,2058212,"['indie', 'alternative', 'indie rock', 'alternative rock', 'pop']",34566842,I Can Feel You Forgetting Me,N/A,215000,44737,2020,2.1735856170307044,190
Children of the Next Level,Testament,2020,Testament,35635666,1071480,"['thrash metal', 'heavy metal', 'metal', 'death metal', 'thrash']",35635666,Children of the Next Level,N/A,0,39939,2020,3.7274610818680705,191
EYES,IZ*ONE,2020,IZ*ONE,47806048,542797,"['k-pop', 'j-pop', 'Korean', 'Kpop', 'pop']",47806048,N/A,N/A,217000,37002,2020,6.816913136955437,192
GxxD BOY,Everglow,2020,Everglow,35914985,641505,"['k-pop', 'Korean', 'Kpop', 'pop', 'girl group']",35914985,-77.82X-78.29,N/A,203000,36351,2020,5.666518577407814,193
Cloud 9,CRAVITY,2020,CRAVITY,12706890,166640,"['k-pop', 'Kpop', 'Korean', 'pop', 'Hip-Hop']",12706890,HIDEOUT: REMEMBER WHO WE ARE - SEASON1.,N/A,201000,26436,2020,15.86413826212194,194
Flame,CRAVITY,2020,CRAVITY,12706890,166640,"['k-pop', 'Kpop', 'Korean', 'pop', 'Hip-Hop']",12706890,Season 2. Hideout: The New Day We Step Into,N/A,194000,18826,2020,11.297407585213634,195
World On Fire,Daughtry,2020,Daughtry,37150380,1515710,"['rock', 'alternative rock', 'alternative', 'hard rock', 'American Idol']",37150380,World On Fire,N/A,0,17601,2020,1.1612379676851112,196
Believer,CRAVITY,2020,CRAVITY,12706890,166640,"['k-pop', 'Kpop', 'Korean', 'pop', 'Hip-Hop']",12706890,HIDEOUT: THE NEW DAY WE STEP INTO - SEASON 2.,N/A,213000,10841,2020,6.505640902544407,197
Realize,CRAVITY,2020,CRAVITY,12706890,166640,"['k-pop', 'Kpop', 'Korean', 'pop', 'Hip-Hop']",12706890,Season 2. Hideout: The New Day We Step Into,N/A,215000,10394,2020,6.237397983677388,198
Tonight,Ke$ha,2020,Ke$ha,106811286,2389257,"['pop', 'dance', 'electropop', 'female vocalists', 'electronic']",106811286,Tonight,N/A,195000,2005,2020,0.08391730148744987,199
34+35,Ariana Grande,2020,Ariana Grande,1079224655,4404806,"['pop', 'rnb', 'female vocalists', 'Ariana Grande', 'american']",1079224655,N/A,N/A,0,992,2020,0.02252085562905608,200
